postUrn,date,impressions,membersReached,reactions,comments,reshares,postSaves,postSends,linkClicks,premiumCtaClicks,followersGainedFromContent,profileViewsFromContent
urn:li:ugcPost:7461984646755487744,2026-05-17,527,192,14,3,1,0,0,0,0,0,9
